STANDARD_NAME,21A,22A,22B,23A,23B,RA,DEC
A202212191110405m064040,,,A202212191110405m064040,,,167.66880813324985,-6.677770260176255
A202301181110515m061238,,,A202301181110515m061238,C202302021110515m061238,,167.71464567368457,-6.21051820034873
T202302021111011m063301,,,,T202302021111011m063301,,167.75463597644475,-6.550405778251062
T202212161111263m074345,,,T202212161111263m074345,T202302021111263m074345,,167.85966786634174,-7.729120941021732
T202303101111307m063546,,,,T202303101111307m063546,,167.87776636460694,-6.596029166959077
C202301091111336m053511,,,C202301091111336m053511,,,167.88988870876142,-5.586385704544856
T202303311111387m063204,,,,T202303311111387m063204,,167.9111634656609,-6.53433016165144
T202301241111465m062107,,,T202301241111465m062107,,,167.9439039069741,-6.352079769020097
A202302021111547m050928,,,,A202302021111547m050928,,167.97803134195524,-5.157767237521399
T202212251112155m074516,,,T202212251112155m074516,,,168.06439924192395,-7.75448848910777
C202212191112157m052616,,,C202212191112157m052616,,,168.06555085963018,-5.437737033439462
A202212191112192m054945,,,A202212191112192m054945,A202302021112192m054945,,168.0801696751517,-5.8291485355490655
C202303221112325m054845,,,,C202303221112325m054845,,168.13535918805186,-5.812452127971825
C202212251112432m070524,,,C202212251112432m070524,,,168.18009170375245,-7.090113404801143
T202212191112521m045009,,,T202212191112521m045009,,,168.21719074012788,-4.8358215568454295
T202401071112555m053112,,,,T202401071112555m053112,,168.23126255005903,-5.519944998197873
A202212191113048m052203,,,A202212191113048m052203,,,168.27009009158834,-5.367629030820844
T202212251113110m064110,,,T202212251113110m064110,,,168.2956925331073,-6.686235943714059
T202401071113143m070034,,,,T202401071113143m070034,,168.30959392049436,-7.0094378477444135
C202401071113158m061807,,,,C202401071113158m061807,,168.31588590733676,-6.301975896538804
A202302021113423m073503,,,,A202302021113423m073503,,168.42608785246222,-7.584174804418848
T202401071113518m070555,,,,T202401071113518m070555,,168.4659357585306,-7.09866068436683
A202312141114024m080628,,,,A202312141114024m080628,,168.50994883539428,-8.107661015944593
C202212191114175m054260,,,C202212191114175m054260,,,168.5727788785522,-5.716539631668793
A202301241114216m055959,,,A202301241114216m055959,C202302021114216m055959,,168.5898495514041,-5.999780613580226
C202303011114239m065655,,,,C202303011114239m065655,,168.59969223924432,-6.948623747346537
T202312141114257m071030,,,,T202312141114257m071030,,168.60721854490416,-7.174970085429805
T202212251114265m071556,,,T202212251114265m071556,T202302021114265m071555,,168.6103756123104,-7.265407661158127
T202301271114277m075447,,,T202301271114277m075447,,,168.6153828972759,-7.913183221947287
C202212251114365m080922,,,C202212251114365m080922,,,168.65225338262002,-8.156110994548644
C202312141114400m063511,,,,C202312141114400m063511,,168.6668333610703,-6.586515617842416
T202302021114513m060428,,,,T202302021114513m060428,,168.71361026588406,-6.074407753280559
T202301241114553m072053,,,T202301241114553m072053,,,168.7304941184506,-7.348118172673777
A202212251114581m074054,,,A202212251114581m074054,,,168.74206746447808,-7.68162954456547
T202301091115062m061422,,,T202301091115062m061422,,,168.7759695396964,-6.239397259976267
T202301241115148m070058,,,T202301241115148m070058,,,168.81165881637168,-7.016158878274901
C202301181115305m073659,,,C202301181115305m073659,,,168.87706383825966,-7.616267431628286
C202302111115369m065206,,,,C202302111115369m065206,,168.90366468657703,-6.868257237061338
C202302021116098m061546,,,,C202302021116098m061546,,169.0409065293256,-6.262752558800969
A202301031116148m073039,,,A202301031116148m073039,,,169.06149546181643,-7.510821944777403
T202302141116246m061929,,,,T202302141116246m061929,,169.10243584833745,-6.3246731082955705
C202301241116451m072828,,,C202301241116451m072828,,,169.1880379217118,-7.474433473638755
C202301091117006m074426,,,C202301091117006m074426,,,169.25246437414475,-7.740560921169076
C202401071117179m065643,,,,C202401071117179m065643,,169.32473375035028,-6.945295069621682
T202212251117241m070356,,,T202212251117241m070356,,,169.35042821427436,-7.065469183214122
A202212251117381m075827,,,A202212251117381m075827,,,169.40881998531597,-7.974069839379842
T202302021118130m073357,,,,T202302021118130m073357,,169.55425572226218,-7.565699541665927
T202303311118228m070648,,,,T202303311118228m070648,,169.59517435170602,-7.113333292757327
T202301241118422m071814,,,T202301241118422m071814,,,169.67580318525887,-7.303873268371322
A202401071118498m071746,,,,A202401071118498m071746,,169.7073665286277,-7.296181419670789
C202401071118535m064812,,,,C202401071118535m064812,,169.7227723464743,-6.803402054139161
A202212251119224m071833,,,A202212251119224m071833,,,169.8435080367536,-7.309035550283946
T202105241152221p000132,T202105241152221p000132,,,,,178.09222954392655,0.0255196199140639
A202104271159264p004158,A202104271159264p004158,,,,,179.8598859452399,0.6993746470349684
T202105241159311m010847,T202105241159311m010847,,,,,179.8794113472359,-1.1464499254832246
A202105241203367m005759,A202105241203367m005759,,,,,180.90302307868384,-0.9663611869933864
A202105241207251m013124,A202105241207251m013124,,,,,181.8546524728933,-1.5233434696161865
A202105241208580m003848,A202105241208580m003848,,,,,182.2418429559483,-0.6465427384594
A202105241213476p012531,A202105241213476p012531,,,,,183.4484511003463,1.4253098934783517
T202105241214523p012134,T202105241214523p012134,,,,,183.7179318538264,1.3593846857058334
A202105241215137p020825,A202105241215137p020825,,,,,183.8070268763106,2.14039964328174
A202204241233292p071206,,A202204241233292p071206,,,,188.3715770192043,7.201533609463644
C202205301233322p070535,,C202205301233322p070535,,,,188.38418333613072,7.0930259941352
C202207011233406p064401,,C202207011233406p064401,,,,188.4193690305494,6.73366344853267
T202302171233461p064158,,,,T202302171233461p064158,,188.442175517264,6.699440041188158
T202204211234042p065629,,T202204211234042p065629,,,,188.51748188674705,6.9413937597140425
A202302171234074p064810,,,,A202302171234074p064810,,188.53091837719708,6.802772264331106
T202204241234276p071739,,T202204241234276p071739,,,,188.6148881579935,7.294253532457588
T202401071234423p071523,,T202401071234423p071523,,,,188.6761646354518,7.256455482226322
A202302171234481p063036,,,,A202302171234481p063036,,188.70049045833068,6.510100478739196
T202204211234598p064154,,T202204211234598p064154,,,,188.74900972372208,6.69823807610572
T202303161235024p074024,,,,T202303161235024p074024,,188.75999816320183,7.673301512936381
C202305101235092p062617,,,,C202305101235092p062617,,188.78851270297773,6.437979129993668
C202204211235167p065332,,C202204211235167p065332,,,,188.8195671726049,6.8923284072209725
A202204241235302p062416,,A202204241235302p062416,,A202302171235302p062416,,188.87593312548304,6.404538358836295
A202207011235379p062945,,A202207011235379p062945,,,,188.9081051034018,6.495927934981978
T202205301235418p072947,,T202205301235418p072947,,,,188.9240335174096,7.496381482879333
T202204211235479p070629,,T202204211235479p070629,,,,188.94976866620567,7.108149046241787
C202204241235496p073421,,C202204241235496p073421,,,,188.9567038462997,7.572586964110965
A202302171235562p073042,,,,A202302171235562p073042,,188.98412037961964,7.51163027606413
C202401071236473p072152,,C202401071236473p072152,,,,189.19726575459373,7.364503744691717
A202302171237059p070455,,,,A202302171237059p070455,,189.2747287517068,7.081927240189049
T202204211237064p073304,,T202204211237064p073304,,,,189.2766468147378,7.551068442514311
T202205091237225p080121,,T202205091237225p080121,,,,189.3437792964945,8.022473695481759
T202204241237342p052330,,T202204241237342p052330,,,,189.39246281833863,5.391702100860839
A202302081237472p073204,,,,A202302081237472p073204,,189.44662927108172,7.534366834351786
C202302171237483p064521,,,,C202302171237483p064521,,189.4512656039548,6.755903269348785
C202303281238066p053954,,,,C202303281238066p053954,,189.52751327658012,5.665105011769255
C202302261238120p052330,,,,C202302261238120p052330,,189.5499349388356,5.3916985583300905
C202302081238129p053755,,,,C202302081238129p053755,,189.55366656743087,5.63197276801857
C202303011238152p073349,,,,C202303011238152p073349,,189.5633704801372,7.563693876281843
A202401131238214p074259,,A202401131238214p074259,,,,189.58921974865464,7.716405770264676
A202204241238289p060201,,A202204241238289p060201,,,,189.6203248518792,6.033520535671384
C202401071238436p065309,,C202401071238436p065309,,,,189.6816040075874,6.885827011763032
C202204241238457p075233,,C202204241238457p075233,,,,189.6905848761568,7.875970377115303
A202302171238481p064103,,,,A202302171238481p064103,,189.700461195671,6.684143895306512
C202401071238482p063521,,C202401071238482p063521,,,,189.70074423386265,6.589246844725496
T202207011238563p060938,,T202207011238563p060938,,,,189.7343940559761,6.160478067653555
C202401011239002p070606,,C202401011239002p070606,,,,189.75097669659112,7.1015527406219885
C202401011239033p080617,,C202401011239033p080617,,,,189.7635691676544,8.104703751297373
C202204301239071p061755,,C202204301239071p061755,,,,189.7795912859905,6.298667311283574
T202204241239084p073224,,T202204241239084p073224,,,,189.78487345140903,7.540102309306944
T202204211239167p061034,,T202204211239167p061034,,,,189.81951634350585,6.176117694108883
T202302171239206p072024,,,,T202302171239206p072024,,189.83587366643215,7.340099180066573
A202204241239297p073548,,A202204241239297p073548,,,,189.87382672670776,7.596613372107723
T202204211239329p072951,,T202204211239329p072951,,,,189.88727790748115,7.497519137313891
T202302261239418p065156,,,,T202302261239418p065156,,189.9239765016057,6.865523347682892
A202302171239421p045858,,,,A202302171239421p045858,,189.925624539132,4.982764570961106
A202204241239447p054135,,A202204241239447p054135,,,,189.93604913313968,5.69305327480087
C202401011239468p062920,,C202401011239468p062920,,,,189.9451686441828,6.48875036668719
A202204211240007p070411,,A202204211240007p070411,,,,190.00309660377803,7.069816101856817
C202302081240283p054708,,,,C202302081240283p054708,,190.1178552064464,5.785460175404903
C202207011240289p061942,,C202207011240289p061942,,,,190.12032460793225,6.328247821997074
C202401071240337p071751,,C202401071240337p071751,,,,190.14021049468232,7.297380377852218
C202204211240485p062614,,C202204211240485p062614,,,,190.2021320503131,6.437107418184035
C202302171241015p064244,,,,C202302171241015p064244,,190.2561997529231,6.7121289814369725
C202205031241044p052336,,C202205031241044p052336,,,,190.2685032697804,5.393356632259517
T202204301241119p064018,,T202204301241119p064018,,,,190.29938414105493,6.671573608502951
C202401071241183p051948,,C202401071241183p051948,,,,190.3264198876684,5.329913531832169
A202204241241204p072049,,A202204241241204p072049,,,,190.3350155561856,7.347073291838948
T202204301241209p045955,,T202204301241209p045955,,,,190.3372363711597,4.998731208184946
C202302081241390p074348,,,,C202302081241390p074348,,190.41260100224383,7.730133557774094
T202204301241442p071753,,T202204301241442p071753,,,,190.4343258484101,7.298070496298302
C202401011241512p074103,,C202401011241512p074103,,,,190.46319465692665,7.6840373878589405
C202205031241536p051203,,C202205031241536p051203,,,,190.4733327752889,5.200791967776631
T202303221241538p062850,,,,T202303221241538p062850,,190.4741687816445,6.480526231838155
C202205091241571p044816,,C202205091241571p044816,,,,190.48773194613744,4.804318958500957
T202204241242045p052554,,T202204241242045p052554,,,,190.5185994584228,5.431671127718346
T202401011242190p060546,,T202401011242190p060546,,,,190.57924085170723,6.096092377786968
C202401011242331p045925,,C202401011242331p045925,,,,190.6377195372011,4.990196351066872
C202401011242437p064240,,C202401011242437p064240,,,,190.6820892687356,6.711067725750617
A202204241243033p062652,,A202204241243033p062652,,,,190.76374527978612,6.4478817430720285
A202204241243080p075423,,A202204241243080p075423,,,,190.783227458608,7.906429909324692
T202207011243198p060159,,T202207011243198p060159,,,,190.83250869150672,6.033024685185777
C202401011243292p054143,,C202401011243292p054143,,,,190.8716449468532,5.695166474603249
T202205031243383p075001,,T202205031243383p075001,,,,190.9095533271049,7.833699918459918
T202302171243544p070639,,,,T202302171243544p070639,,190.9767450434356,7.110942660872879
A202204241243571p062130,,A202204241243571p062130,,,,190.98810353494088,6.3583577985821975
T202302171243584p063129,,,,T202302171243584p063129,,190.99347531016417,6.524706654769822
T202204211244050p054952,,T202204211244050p054952,,,,191.0206571542772,5.831190794676303
T202303161244111p075413,,,,T202303161244111p075413,,191.0460601389109,7.903529597257996
A202204241244300p075007,,A202204241244300p075007,,,,191.12514216820668,7.835226011426506
T202204211244430p054637,,T202204211244430p054637,,,,191.17929101950767,5.7770653147817335
T202204241244441p065832,,T202204241244441p065832,,,,191.18356866757145,6.975467645246823
T202401271244443p064051,,T202401271244443p064051,,,,191.18463379933144,6.680889349377693
T202204241245051p073915,,T202204241245051p073915,,,,191.271108257178,7.654080516523805
T202302081245081p053458,,,,T202302081245081p053458,,191.2836811497403,5.582831002437022
A202302081245115p065609,,,,A202302081245115p065609,,191.29803476894972,6.9359370882646765
A202204241245297p072801,,A202204241245297p072801,,,,191.37364611971088,7.466862087635723
C202206081245390p061826,,C202206081245390p061826,,C202305101245390p061826,,191.41251999418293,6.307120780837314
A202204241245515p064157,,A202204241245515p064157,,,,191.46440604406985,6.699271556994537
C202204241245554p054236,,C202204241245554p054236,,,,191.48072966669017,5.709950919320439
A202204241246002p070039,,A202204241246002p070039,,,,191.5008718591432,7.0109166130743175
A202204241246008p071353,,A202204241246008p071353,,,,191.50341777071105,7.231506980713915
T202305121246099p053142,,,,T202305121246099p053142,,191.541144137059,5.52838446953401
C202204241246164p072446,,C202204241246164p072446,,,,191.56823417020303,7.41276455893139
C202205031246244p052147,,C202205031246244p052147,,,,191.60179522625583,5.3631768750538775
C202207011246268p070927,,C202207011246268p070927,,,,191.611608442428,7.157606080472255
A202401011246338p080017,,A202401011246338p080017,,,,191.6409303371369,8.004717848814577
C202303281246351p051357,,,,C202303281246351p051357,,191.6460797740305,5.23245666417805
T202401071246360p050248,,T202401071246360p050248,,,,191.65008540358696,5.046631221651571
A202302171246577p073841,,,,A202302171246577p073841,,191.7402274467788,7.644745634395106
T202204241247111p045556,,T202204241247111p045556,,,,191.7960709031033,4.932339475344684
C202204211247129p045426,,C202204211247129p045426,,,,191.80383988352023,4.907349694484108
C202204241247144p065652,,C202204241247144p065652,,,,191.81003873991483,6.947900619564298
T202302171247291p072255,,,,T202302171247291p072255,,191.87134450233296,7.382002418541407
